record_id,domain,paper_id,candidate_count,internal_candidate_count,external_candidate_count,top_source,top_type,top_claim,final_score,candidate_to_text_support,text_to_candidate_salience,best_sentence,description,caption
test-CL:1906.06442v1:444:444,C&L,1906.06442v1,15,2,13,pure_llm_with_description,comparison,TaggedBT (tagged decode) has higher overlap (10.7%) than TaggedBT (standard decode) (8.9%).,0.351651,0.003669,0.0,"We quantify the copy rate with the unigram overlap between source and target as a percentage of tokens in the target side, and compare those statistics to the bitext and the back-translated data (Table 9)","We quantify the copy rate with the unigram overlap between source and target as a percentage of tokens in the target side, and compare those statistics to the bitext and the back-translated data (Table 9).",Table 9: Source-target overlap for both back-translated data with decoding newstest as if it were bitext or BT data. Model decodes are averaged over newstest2010-newstest2017.
test-CL:1704.07203v3:456:456,C&L,1704.07203v3,80,193,8,rule,comparison,"VG outperforms WD on 6/6 shared numeric columns, with an average difference of 26.3.",0.354376,0.009724,0.0,"In the feature-based approaches, on average, a combination of all features yields the best results for both Macro-F1 and Claim-F1","Table 3 lists the results of the best feature-based (LR All features) and deep learning (CNN:rand) systems, as well as single feature groups (averages over all source domains, [CONTINUE] For the lowest scoring datasets, OC and WTP, the differences are only marginal when trained on a suitable dataset [CONTINUE] The best feature-based approach outperforms the best deep learning approach in most scenarios. [CONTINUE] In particular, as opposed to the in-domain experiments, the difference of the Claim-F1 measure between the feature-based approaches and the deep learning approaches is striking. In the feature-based approaches, on average, a combination of all features yields the best results for b","Table 3: Cross-domain experiments, best values per column are highlighted, in-domain results (for comparison) in italics; results only for selected systems. For each source/target combination we show two scores: Macro-F1 score (left-hand column) and F1 score for claims (right-hand column)."
test-CL:9:468:468,C&L,9,12,12,0,rule,comparison,"nDCG@100 outperforms nDCG@10 on 4/4 shared numeric columns, with an average difference of 0.1207.",0.445853,0.16135,0.262063,"To evaluate the ranking of entity terms we have computed nDCG@10, nDCG@100 and MAP, see Table 4 for the results","To evaluate the ranking of entity terms we have computed nDCG@10, nDCG@100 and MAP, see Table 4 for the results. We also compute Recall@k of relevant documents for automatically refined queries using the 1st, 2nd and 3rd ranked entities. The scores can be found in Table 5. Tables 4 and 5 show that the Relevance Model outperforms the Rocchio algorithm in every aspect. Both models outperform the auto-encoder approach (auto-ref ). We suspect that summing over the encodings distorts the individual features too much for a correct extraction of relevant entities to be possible. The combination of all three models (auto-ref + rocchio + relevance) outperforms the other models in most cases. Especial",Table 4: Ranked Entity Scores for KRAS Validation and PIK3CA Testing
test-CL:8:480:480,C&L,8,14,10,4,pure_llm_with_description,comparison,Random baseline outperforms distributional vectors in both Spanish and French.,0.467858,0.138626,0.402382,"The results uncover the inability of distributional vectors to capture LE – they yield lower performance than the random baseline, which strongly emphasizes the need for the LE-specialization","The average precision (AP) ranking scores achieved via cross-lingual transfer of POSTLE are shown in Table 2. We report AP scores using three methods for cross-lingual word embedding induction, and compare their performance to two baselines: 1) random word pair scoring, and 2) the original (FASTTEXT) vectors. The results uncover the inability of distributional vectors to capture LE – they yield lower performance than the random baseline, which strongly emphasizes the need for the LE-specialization. The transferred POSTLE yields an immense improve","Table 2: Average precision (AP) of postle models in cross-lingual transfer. Results are shown for both postle models (dffn and adv), two target languages (Spanish and French) and three methods for inducing bilingual vector spaces: Ar [Artetxe:2018acl], Co [Conneau:2018iclr], and Sm [Smith:2017iclr]."
test-Other:1704.07926v1:0:0,Other,1704.07926v1,19,16,3,rule,comparison,"RandoMer outperforms Long+16 on 6/6 shared numeric columns, with an average difference of 15.7.",0.36562,0.03471,0.0,We note that REINFORCE performs very well on TANGRAMS but worse on ALCHEMY and very poorly on SCENE,"Table 2 compares RANDOMER to results from Long et al. (2016) as well as two baselines, REINFORCE and BSMML [CONTINUE] Our approach achieves new state-of-the-art results by a significant margin, especially on the SCENE domain, [CONTINUE] We report the results for REINFORCE, BS-MML, and RANDOMER on the seed and hyperparameters that achieve the best validation accuracy. [CONTINUE] We note that REINFORCE performs very well on TANGRAMS but worse on ALCHEMY and very poorly on SCENE.",Table 2: Comparison to prior work. Long+16 results are directly from Long et al. (2016). Hyperparameters are chosen by best performance on validation set (see Appendix A).
test-Other:1912.03820v3:12:12,Other,1912.03820v3,21,14,7,pure_llm_with_description,comparison,Meta-regularized methods (MR-MAML and MR-CNP) achieve substantially lower MSE than their unregularized counterparts at both 5-shot and 10-shot.,0.564096,0.181774,0.661488,"Both meta-regularized MAML and CNP (MR-MAML) and (MR-CNP) instead converge to a solution that adapts to the data, and as a result, greatly outperform the unregularized methods","once we add the additional amplitude input which indicates the task identity, we find that both MAML and CNP converge to the complete memorization solution and fail to generalize well to test data (Table 1 and Appendix Figures 7 and 8). Both meta-regularized MAML and CNP (MR-MAML) and (MR-CNP) instead converge to a solution that adapts to the data, and as a result, greatly outperform the unregularized methods. [CONTINUE] For CNP, although the task training set contains sufficient information to infer the correct amplitude, this information is ignored and the regression curve at test-time is determined by the one-hot vector. As a result, CNP can only generalize to points from the curves it ha",Table 1: Test MSE for the non-mutually-exclusive sinusoid regression problem. We compare MAML and CNP against meta-regularized MAML (MR-MAML) and meta-regularized CNP (MR-CNP) where regularization is either on the activations (A) or the weights (W). We report the mean over 5 trials and the standard 
test-Other:1810.11580v1:24:24,Other,1810.11580v1,26,18,8,pure_llm_with_description,comparison,Attribute witness outperforms face descriptor on all four VF attributes.,0.383881,0.075291,0.0,"For the VF dataset, witnesses consistently achieve higher than 93% accuracy whereas face descriptor has lower than 86% for 3 attributes","The results are shown in Table 2. For the VF dataset, witnesses consistently achieve higher than 93% accuracy whereas face descriptor has lower than 86% for 3 attributes. Since LFW is a dataset with a different set of persons from those in the training set (from VF), we observe a decrease of accuracy. However, attribute witnesses still have higher accuracy than face descriptor.","Table 2: Accuracy of attribute detection. Attribute detection using extracted witnesses versus using an existing layer in VGG-Face called face descriptor (i.e., the fc7 layer), whose neurons are considered representing abstract features of human faces Parkhi et al. (2015)."
test-Other:1909.12566v2:36:36,Other,1909.12566v2,25,7,18,pure_llm_with_description,comparison,MDP-Parser outperforms Falcon on relation linking by 0.291.,0.418157,0.092839,0.271899,"The accuracy of EARL drops by 60% and 10%, and Falcon by 29% and 23% for entity linking and relation linking tasks, respectively (cmp","Table 3 shows that the performance of both baselines remarkably falls down on the modified dataset. The accuracy of EARL drops by 60% and 10%, and Falcon by 29% and 23% for entity linking and relation linking tasks, respectively (cmp. Table 1 and Table2). On the other hand, MDP-Parser performs almost the same as before for relation linking (only 1% decrease). However, the accuracy of entity linking drops by 15%.",Table 3: Accuracies on LC-QuAD in lowercase
test-Other:2003.06749v1:48:48,Other,2003.06749v1,26,20,6,rule,comparison,"sampled + env / MJOLNIR-o outperforms only sampled / MJOLNIR-o (no_g) on 4/4 shared numeric columns, with an average difference of 28.",0.35546,0.012133,0.0,We compare our model with the SAVN model using this stopping criteria,We compare our model with the SAVN model using this stopping criteria. The results show that we perform significantly better.,TABLE III: Ablation study for MJOLNIR
test-Other:2001.09136v3:60:60,Other,2001.09136v3,22,8,14,rule,comparison,"Ones Init. outperforms Not Learnable on 3/3 shared numeric columns, with an average difference of 41.67.",0.432276,0.092578,0.203078,We surpassed this with 44 ensembles that achieved an accuracy of 99.83% and established a new state of the art of 99.84% with one ensemble,"We matched the previous state of the art with 4,544 ensembles. We surpassed this with 44 ensembles that achieved an accuracy of 99.83% and established a new state of the art of 99.84% with one ensemble. See Table 3.",Table 3: Ensembles
test-Other:1912.12408v1:72:72,Other,1912.12408v1,23,7,16,pure_llm_with_description,comparison,Removing vertex dropout causes a larger drop in # of Lane accuracy (2.5% absolute) than removing regularization (0.7%).,0.39576,0.051738,0.11239,the random vertex dropout has more impact on the number of lane inference and the graph Laplace regularization has more impact on the road type inference,We show the comparison results in Table 3. We find both of these two techniques are critical to the performance improvement of [CONTINUE] the random vertex dropout has more impact on the number of lane inference and the graph Laplace regularization has more impact on the road type inference.,Table 3: Impact of random vertex dropout and graph Laplace regularization.
test-Other:1812.06686v3:84:84,Other,1812.06686v3,27,23,4,pure_llm_with_description,comparison,Random Forest (RF) and XGBoost (XGB) achieve identical AUC values and are consistently the best-performing base classifiers across all tasks and categories.,0.543796,0.129694,0.741983,XGB and MLP lie in between,"The results have been reported in Table 1. As we can see, from the results, out of the 4 base classifiers, RF is the clear winner in most of the cases while LR did the worst. XGB and MLP lie in between.","Table 1: AUC using different classifiers for three sepsis gold standards. Here, Det = Detection, Pred = Prediction, S = Sepsis, SS = Severe Sepsis, SK = Septic Shock, MLP = Multilayer Perceptron, LR = Logistic Regression, XGB = XGBoost, RF = Random Forest."
test-Other:1903.07902v6:96:96,Other,1903.07902v6,70,70,0,rule,comparison,"DeepWalk outperforms HOPE / n.a / n.a on 6/6 shared numeric columns, with an average difference of 28.36.",0.52176,0.049904,0.821516,"In this section, we look at the results from node classification (Table 6)","We report the Micro-F1 and Macro-F1 scores after a 5-fold multi-label classification using one-vs-rest logistic regression. [CONTINUE] In this section, we look at the results from node classification (Table 6).",TABLE VI: Multilabel Node Classification results in terms of Micro-F1 and Macro-F1. All results are mean of 5-fold cross validations. ✗ indicates the corresponding method failed to finish for the given dataset. ’n.a’ indicates the given method is ’not applicable’ to the corresponding graph.
test-Other:1909.05379v2:108:108,Other,1909.05379v2,2,2,0,rule,extremum,Our full method has the highest Diversity value (0.67).,0.509497,0.130569,0.503705,2 reports the diversity of our method in comparison to the two baseline methods,"Tab. 2 reports the diversity of our method in comparison to the two baseline methods. The source of stochasticity we employ (the random vector zi used in Eq. 2) produces a higher diversity than the two baseline methods (which also include a random element), even when not changing the location vector l1 or appearance attributes ai. Varying either one of these factors adds a sizable amount of diversity. In the experiments of the table, the location attributes, when varied, are sampled using per-class Gaussian distribution that fit to the location vectors of the training set images.",Table 2: The diversity score of [27]. The results of [9] are computed by us and are considerably higher than those reported for the same method by [28]. The results of [28] are from their paper.
test-Other:1811.06692v1:120:120,Other,1811.06692v1,80,79,21,rule,comparison,"MAE / FHMM outperforms [ITALIC] SAEδ / SGN on 5/5 shared numeric columns, with an average difference of 76.46.",0.356089,0.013532,0.0,Table 2 and 3 show the performance of the previous works and SGN for the REDD and UK-DALE dataset,"Table 2 and 3 show the performance of the previous works and SGN for the REDD and UK-DALE dataset. [CONTINUE] In the two tables, the bold font denotes the best performing algorithm for each appliance, and the shade denotes that SGN has outperformed the best of the previous works.",Table 2: Experiment results for REDD data.
test-Other:1909.07018v1:132:132,Other,1909.07018v1,21,20,1,qtp_adapted_table_only,comparison,"EO achieves the highest modularity on 3 out of 4 graphs (Jazz, C. elegans, E-mail).",0.535956,0.079902,1.0,"On the task of modularity optimization, our method also obtained satisfying results, as shown in Table 4","On the task of modularity optimization, our method also obtained satisfying results, as shown in Table 4. Comparing to hierarchical agglomeration, our proposed method has achieved much higher modularity on all datasets.",Table 4: Results on modularity optimization. We report the maximum modularity and the corresponding number of communities.
test-Other:1906.01288v3:144:144,Other,1906.01288v3,24,12,12,qtp_adapted_table_only,comparison,"ICP outperforms its ablated variants ICP-ALL and ICP-COM on both datasets, demonstrating the benefit of the full method.",0.413847,0.13024,0.244945,"From the results of ICP-ALL and ICP-COM, we find disentanglement performance decreases without the information diversifying and competing process","We evaluate the disentanglement performance quantitatively by the Mutual Information Gap (MIG) score with the 2D shapes (dSprites) dataset and 3D Faces dataset. MIG is a classifier-free information-theoretic disentanglement metric and is meaningful for any factorized latent distribution. As shown in Table 3, ICP achieves the state-of-the-art performance on the quantitative evaluation of disentanglement. We also conduct ablation studies as what we do in the supervised setting. [CONTINUE] From the results of ICP-ALL and ICP-COM, we find disentanglement performance decreases without the information diversifying and competing process.",Table 3: MIG score of disentanglement.
test-Other:1904.01670v3:156:156,Other,1904.01670v3,80,80,6,rule,comparison,"Lautum / CIFAR-10 / 100 outperforms Standard / CIFAR-10 / 100 on 2/2 shared numeric columns, with an average difference of 215.4.",0.357448,0.016552,0.0,"Note, however, that in the case of 200 and 500 labeled samples, applying Lautum regularization only, without Temporal Ensembling, slightly outperforms the combination of the two methods","We examined the same five transfer learning techniques as in the MNIST → notMNIST case, where for each we examined three different splits of the CIFAR-100 (10 classes) training dataset to an unlabeled part and a labeled part: (1) unlabeled part of 4,900 samples and a labeled part of 100 samples; (2) unlabeled part of 4,800 samples and a labeled part of 200 samples; (3) unlabeled part of 4,500 samples and a labeled part of 500 samples. [CONTINUE] Using the settings outlined above we obtained the results shown in Table II for the CIFAR-10 → CIFAR-100 (10 classes) case. [CONTINUE] It is evident from the results that in the CIFAR10 → CIFAR-100 (10 classes) case as well, using Lautum regularizati","TABLE II: target test set accuracy comparison between standard transfer learning, Temporal Ensembling (TE), Mk-MMD, Lautum regularization and both TE and Lautum regularization for different amounts of labeled training target samples, CIFAR-10 → CIFAR-100 (10 classes)."
test-Other:2002.02991v1:168:168,Other,2002.02991v1,24,7,17,rule,comparison,"TRPO outperforms PPO on 2/2 shared numeric columns, with an average difference of 45.",0.411295,0.058388,0.248021,"Due to the structure and choice of our framework, the learned policy is independent of the type of learning algorithm","Due to the structure and choice of our framework, the learned policy is independent of the type of learning algorithm. We trained a policy for maintaining balance via TRPO, PPO, and DDPG, and found similar resulting behavior (cf. Table I). All four balancing strategies (Fig. 1) emerges regardless of the DRL algorithm used. However, from our simulations, TRPO is able to achieve higher rewards and is able to withstand higher impulses. Figure 5 shows the learning curves for the policies learned in Table I.",TABLE I: Maximal rejectable impulses for the various learning algorithms without taking steps.
test-Other:1807.11408v3:180:180,Other,1807.11408v3,41,41,0,rule,comparison,"row 11 outperforms row 0 on 8/8 shared numeric columns, with an average difference of 506.1.",0.35,0.0,0.0,Local linear forests do quite well here; they detect the strong linear signal in the tail,Local linear forests do quite well here; they detect the strong linear signal in the tail,"Table 5: RMSE from simulations on equation 1 on random forests, lasso-random forest, local linear forests, BART, and boosting. We vary sample size n, error variance σ, and ambient dimension d, and report test error on 1000 test points. We estimate Var[E[Y∣X]] as 3.52 over 10,000 Monte Carlo repetiti"
test-Other:1810.00319v6:192:192,Other,1810.00319v6,22,11,11,pure_llm_with_description,comparison,AP correlation is higher under corrupt conditions than clean for both MoG-1 and MoG-2.,0.366293,0.036206,0.0,"However, we again observe that HIB provides a slight performance improvement over point embeddings for corrupt images, and task performance correlates with uncertainty","In Table 4, we report the results of 4D embeddings with 3-digit MNIST. Here, the task performance begins to saturate, with verification accuracy on clean input images above 0.99. However, we again observe that HIB provides a slight performance improvement over point embeddings for corrupt images, and task performance correlates with uncertainty.","Table 4: Task performance and uncertainty measure correlations with task performance for 4D embeddings with 3-digit MNIST. (b) Correlations between uncertainty, η(x), and task performances."
test-Other:1903.11027v5:204:204,Other,1903.11027v5,22,16,6,qtp_adapted_table_only,comparison,"More lidar sweeps with KITTI pretraining consistently improve NDS, mAP, and mAVE.",0.555768,0.116672,0.766327,The results show that both detection and velocity estimates improve with an increasing number of lidar sweeps but with diminishing rate of return (Table 3),The results show that both detection and velocity estimates improve with an increasing number of lidar sweeps but with diminishing rate of return (Table 3). [CONTINUE] the final performance of the network only marginally varied between different pretrainings (Table 3).,Table 3: PointPillars [51] detection performance on the val set. We can see that more lidar sweeps lead to a significant performance increase and that pretraining with ImageNet is on par with KITTI.
test-Other:1810.04437v1:216:216,Other,1810.04437v1,36,20,16,rule,comparison,"Zoneout + Variational LSTM Merity et al. ( 2017 ) / 20M outperforms Attentive LM w/ [ITALIC] single score function Salton et al. ( 2017 ) / 51M on 2/2 shared numeric columns, with an average difference of 33.1.",0.364748,0.032773,0.0,Table 2 presents the results in terms of perplexity of the models trained over the wikitext2 dataset,Table 2 presents the results in terms of perplexity of the models trained over the wikitext2 dataset. [CONTINUE] Focusing on the results for the wikitext2 dataset (see Table 2) the Neural cache model is still the best performing model on this dataset. [CONTINUE] In discussing the wikietext2 results it is worth noting that the Attentive RNN-LMs and the Averaging LSTM-LM are the only models in Table 2 that reset their memory at each sentence boundary whereas the memory buffers of other models were allowed to span sentence boundaries. [CONTINUE] Given this difference the competitive performance of the Averaging LSTM-LM is encouraging.,Table 2: Perplexity results over the wikitext2. Please note that we could not calculate the number of parameters for some models given missing information in the original publications.
test-Other:1902.08496v1:228:228,Other,1902.08496v1,21,14,7,qtp_adapted_table_only,comparison,Class 0 achieves the best results across all metrics compared to other classes.,0.433441,0.086716,0.222096,The best parameters are found by random search analyzing 8 iterations,"Table V and all parameters list is shown in Table VI. The best parameters are found by random search analyzing 8 iterations. Here clf-alpha is a learning rate. Table VII shows the Precision, Recall, F1 score and",TABLE VII: Classification Accuracy Without Random Search (Previous Method)
test-Other:1912.01805v1:240:240,Other,1912.01805v1,75,59,16,qtp_adapted_with_description,comparison,"DM-ADA outperforms the best baseline (GCAN) on all three hard cases A→W, W→A, and A→D.",0.590333,0.545045,0.745315,"Our approach obtains the best performance in three of four hard cases: A → W, W → A and A → D","Table 2 reports the performance of our method compared with other works. [CONTINUE] Our approach obtains the best performance in three of four hard cases: A → W, W → A and A → D. For two easier cases: W → D and D → W, our approach achieves accuracy higher than 99.5% and ranks the first two places.",Table 2: Classification accuracy (mean ± std %) values of target domain over five independent runs on the Office-31 dataset. The best performance is indicated in bold and the second best one is underlined.
test-Other:1907.11968v1:252:252,Other,1907.11968v1,34,34,0,rule,comparison,"Chess outperforms DNC on 9/9 shared numeric columns, with an average difference of 1135.",0.35,0.0,0.0,"To access wall-clock time, all the results as shown in Table 3 are produced","To access wall-clock time, all the results as shown in Table 3 are produced [CONTINUE] It is obvious that our method is much faster than other methods [CONTINUE] Considering online stage Ours0.2,0.5 t≥1,avg, the superiority will become more obvious if lasting for more times steps.",Table 3: Wall-clock time under slicing way S1: the left part shows the total time over 21 time steps including I/O; the right part shows the detailed time of the offline or online stage excluding I/O.
test-Other:1809.08410v1:264:264,Other,1809.08410v1,15,7,8,pure_llm_with_description,comparison,"At scale 2, the p-value for m=2 (0.01) is 4 times smaller than for m=0 (0.04).",0.499197,0.139556,0.548654,"For RCMSE of GSR, we can observe that for arousal, the p-value becomes significant (0.01) when scaling factor is greater than 5","For RCMSE of GSR, we can observe that for arousal, the p-value becomes significant (0.01) when scaling factor is greater than 5. In these settings, the positive class would always have higher RCMSE, implying that the arousal of a subject is proportional to the complexity of its physiological signals. Note that the GSR would respond relatively slow according to the affect, thus the p-values become significant by increasing the scale factor.","TABLE I: P-value of RCMSE features of ECG signals (Left:Arousal, Right:Valence)"
test-Other:2003.05747v1:277:277,Other,2003.05747v1,35,29,6,pure_llm_with_description,comparison,KNN and Ridge achieve near-zero training and testing times on all datasets.,0.413001,0.178205,0.364043,Training time and testing time (in seconds) on real-world datasets over 50 runs,"Training time and testing time (in seconds) on real-world datasets over 50 runs. For FALL, the training time is the sum of the creation of the anchor models and the final model. N/A means that a memory problem occurred when computing the model on the dataset. The asterisk * means that the training time and testing time were averaged with few samples (because of a too long runtime). [CONTINUE] The important point here is that the computation time of the FALL method is two orders of magnitude smaller than that of network Lasso.","Table 2: Training time and testing time (in seconds) on real-world datasets over 50 runs. For FALL, the training time is the sum of the creation of the anchor models and the final model. N/A means that a memory problem occurred when computing the model on the dataset. The asterisk * means that the t"
test-Other:1812.05645v2:289:289,Other,1812.05645v2,21,8,13,pure_llm_with_description,comparison,All complex architectures take longer training time (230-275 min) than real GRU (172 min).,0.412028,0.109852,0.396306,"We apply the complex gru proposed in , and compare to a real valued gru","We explore the effect of a complex valued cell in table 1. We apply the complex gru proposed in , and compare to a real valued gru. We speculate that complex cells are better suited to process fourier representations due to their complex nature. Our observations show that both cells solve the task, while the complex cell does so with fewer parameters at a higher cost.",Table 1: Real and complex valued architecture comparison on the mackey-glass data.
test-Other:1810.05993v3:301:301,Other,1810.05993v3,12,0,12,qtp_adapted_table_only,comparison,Ours (Full) and Ours (zbest) significantly outperform SGAN on all datasets.,0.414499,0.157303,0.406066,SGAN,"The results are summarized in Table 2. [CONTINUE] Our methods are significantly faster to sample from than [CONTINUE] SGAN [CONTINUE] Further, our hypothesis that the zbest configuration will be slightly faster holds true.","Table 2: Mean time to generate 200 samples in scenes from each dataset, benchmarked on a computer with a 2.7 GHz Intel Core i5 CPU and 8 GB of RAM. Speedup factors are indicated in brackets."
test-Other:1910.12091v2:313:313,Other,1910.12091v2,43,25,18,pure_llm_with_description,comparison,"Cuneiform has 100% I% but only 20.46% IP%, indicating many graphs are isomorphic but not pairwise.",0.364152,0.1038,0.0,The graphs in Table 2 are sorted by the proportion of isomorphic graphs I%,"The metrics are presented in Table 2 for top-10 data sets [CONTINUE] The graphs in Table 2 are sorted by the proportion of isomorphic graphs I%. The results for the first Top-10 data sets are somewhat surprising: almost all graphs in the selected data sets have other isomorphic graphs. [CONTINUE] iso(i) the instances contain target labels that are different than those that it has seen, as we show in Table 2 the percentage of mismatched labels can be high in some data sets;","Table 2: Isomorphic metrics for Top-10 data sets based on the proportion of isomorphic graphs I%. IP% is the proportion of isomorphic pairs of graphs, Mismatched % is the proportion of mismatched labels."
test-Other:1811.08081v2:325:325,Other,1811.08081v2,34,24,10,rule,comparison,"Small DCGAN + Editors (one Critic) outperforms Small DCGAN ( [ITALIC] d=256) on 3/3 shared numeric columns, with an average difference of 1.833e+05.",0.364248,0.031662,0.0,"Based on inception scores, our DCGAN variant of the chain generator using multiple critics (model 2 and 4) was able to outperform the base DCGAN model (model 6) while using fewer parameters","All models compared are trained to the same number of epochs using the WGAN formulation with a gradient penalty term (WGAN+GP). [CONTINUE] Based on inception scores, our DCGAN variant of the chain generator using multiple critics (model 2 and 4) was able to outperform the base DCGAN model (model 6) while using fewer parameters. [CONTINUE] To ensure that our generator architecture and training scheme are responsible for the performance, we run experiments with a single critic and see that results do not degrade (see model 3 in Table 1); but with end-to-end backpropagation through the chain generator results degraded significantly (see model 5 in Table 1).",Table 1: Inception scores on unlabelled CIFAR with and without the chain generator approach trained with WGAN+GP. d refers to the depth of the first conv layer in DCGAN architectures. See section 7.4 for details about architecture.
test-Other:1908.02570v1:337:337,Other,1908.02570v1,18,5,13,qtp_adapted_with_description,aggregate,Table I summarizes the number of venues and total venue movements for Chicago and New York.,0.445305,0.480692,0.75608,The aggregated number of venues and number of total venue movements are summarised in Table I,"The check-in information describes an aggregated count of all movements from one venue to another, separated by month and five time intervals: Morning, Midday, Afternoon, Night and Overnight. In the collected data, we focus on the two cities mentioned above for the year of 2018. The aggregated number of venues and number of total venue movements are summarised in Table I.",TABLE I: Number of Venues and Venue Movements for each city
test-Other:1908.00219v2:349:349,Other,1908.00219v2,54,42,12,qtp_adapted_table_only,comparison,UM-LSTM reduces heading error compared to UM without penalties to position accuracy.,0.39339,0.260366,0.279276,pared to UM,"The results are presented in Table I. [CONTINUE] the na¨ıve non-learned UKF baseline gave the largest errors, Expectedly, [CONTINUE] Furthermore, we found that poly-n methods of varying degrees yielded very different results. [CONTINUE] Never [CONTINUE] The second- and third-degree polynomials (constant-acceleration and constant-jerk models, respectively) further improved position errors, although with degraded heading and feasibility metrics. [CONTINUE] Moving forward, we see that the four unconstrained models, UM, UM-velo, UM-LSTM, and UM-heading gave strong results in terms of the center position prediction. [CONTINUE] the results are near-identical, and both have about 30% of their traje",TABLE I: Comparison of prediction errors (lower is better)
test-Other:1912.10107v1:361:361,Other,1912.10107v1,29,10,19,pure_llm_with_description,comparison,"Drop Antr 1 is the best overall dataset, achieving the highest values in 3 out of 4 metrics (Precision, F1, best misclassifications) and tying for highest recall.",0.513077,0.103576,0.823718,Tables 9 and 10 show performance results of RetinaNet using ground truth from the best annotators (i.e,"Tables 9 and 10 show performance results of RetinaNet using ground truth from the best annotators (i.e. gt1, and gt2 sets). [CONTINUE] through these experiments we have seen the impact in model performance of the inclusion or removal of labeled data from annotators with larger degree of disagreement (see tables 9 and 10),","Table 9: RetinaNet trained with 4 datasets (Drop Antr 1, Drop Antr 2, Drop Antr 3, and Drop Antr 4) performance measured against custom ground truth gt1 dataset. Precision, recall, F1-score and number of misclassified predictions."
test-Other:2002.10981v1:373:373,Other,2002.10981v1,80,80,7,qtp_adapted_table_only,comparison,The largest relative gain of Method1 over Method2 in Query1 occurs for the Clock class (17.11% difference).,0.493479,0.102745,0.529966,"In the survey, the students are presented a video with two audio samples, the original sound and the synthesised sound","To evaluate the quality of our synthesized sounds, we conduct a survey among local college students. In the survey, the students are presented a video with two audio samples, the original sound and the synthesised sound. We then ask students to select the option they prefer using four questions: 1) Select the original (more realistic) sample. 2) Select the most suitable sample (most reasonable audio initiated from the video clip). 3) Select the sample with minimum noise. 4) Select the most synchronized sample. We assess the performance of our produced sound tracks for each of the categories. [CONTINUE] The detailed human evaluation results (selection percentages of survey queries) for each i",Table VIII: Human Evaluation Results: Selection percentage of each sound category for the first and second human survey questions
test-Other:2003.04109v1:385:385,Other,2003.04109v1,27,8,19,pure_llm_with_description,comparison,"GP performs much worse than both LR and DNN under both conditions, with RMSE values roughly double or more.",0.660682,0.636859,0.379735,"GP performs much worse than both LR and DNN,","For each model type among GP, DNN, and LR, Table III summarizes the predictive quality of the best performing model as measured through mean RMSE (Eq. 11) over all [CONTINUE] experiments. [CONTINUE] As may be expected, all models perform better when blocked lanes are known than otherwise. [CONTINUE] LR is the best performing model type when lanes are either known or unknown. GP performs much worse than both LR and DNN, [CONTINUE] The poor fit of GP [CONTINUE] The predictive performance of DNN is a little worse than that of LR, [CONTINUE] and they demonstrate (Table III) that higher precision of incident location indeed yields better predictions across all model types.","TABLE III: Best performing model of each type. Values closer to zero are better, best values are highlighted in bold."
test-Other:1903.07424v1:397:397,Other,1903.07424v1,16,9,7,pure_llm_with_description,comparison,FedAVG slightly outperforms TWAFL when K=10 and m=2.,0.441406,0.265159,0.188547,"a = e/2, K = 20, and m = 2","a = e/2, K = 20, and m = 2. Two metrics are adopted in this work for measuring the performance of the compared algorithms. One is the best accuracy of the central model within 200 rounds and the other is to the required rounds before the central model's accuracy reaches 95.0%. Note that the same computing rounds means the same communication cost. All experiments are independently run for ten times, and their average (AVG) and standard deviation (STDEV) values are presented in Tables IV, V, and VI. In the tables, the average value is listed before the standard deviation in parenthesis. Based on the results in Tables IV, V, and VI, the following observations can be made. [CONTINUE] separately ",TABLE VI: Experimental results on the scalability of the algorithm.
test-Other:1908.01297v5:409:409,Other,1908.01297v5,39,39,0,rule,comparison,"(unattacked) outperforms [ITALIC] GF-Attack on 12/12 shared numeric columns, with an average difference of 85.22.",0.503599,0.054611,0.645122,"Moreover, GF-Attack on all graph filters successfully drop the classification accuracy on both Graph Convolutional Networks and sampling-based models, which again indicates the transferability of our general model in practice","Table 1 summaries the attack results of different attackers on Graph Convolutional Networks. Our GF-Attack attacker outperforms other attackers on all datasets and all models. Moreover, GFAttack performs quite well on 2 layers GCN with nonlinear activation. This implies the generalization ability of our attacker on Graph Convolutional Networks. [CONTINUE] Table 1 also summaries the attack results of different attackers on sampling-based graph embedding models. As expected, our attacker achieves the best performance nearly on all target [CONTINUE] models. It validates the effectiveness of our method on attacking sampling-based models. [CONTINUE] Another interesting observation is that the att",Table 1: Summary of the change in classification accuracy (in percent) compared to the clean/original graph. Single edge perturbation under RBA setting. Lower is better.
